Title,Published At,Duration,View Count,Like Count,Dislike Count,Channel Title,Channel ID,Description,Tags,Category ID,Comment Count,Favorite Count
Bed Bath and Beyond Sega Genesis - Part 4 FINALE - Buddy Cop Hour,2016-06-24T03:03:17Z,PT10M,15417,387,N/A,The Cosmonaut Variety Hour,UCqTYHSnBUXZamsVcOlQf-fg,"New videos every week!

Facebook: https://www.facebook.com/cosmonautvarietyhour
Twitter: https://twitter.com/cosmovarietyhr","gaming,cosmonaut variety hour,cosmonaut,video games,lets play,commentary,sega,sega genesis,shinobi,kid chameleon,buddy cop hour",20,13,0
Boring Mutant Ninja Turtles - Designated Driving,2016-06-17T01:27:21Z,PT9M18S,70591,2124,N/A,The Cosmonaut Variety Hour,UCqTYHSnBUXZamsVcOlQf-fg,"New videos every week!

Facebook: https://www.facebook.com/cosmonautvarietyhour
Twitter: https://twitter.com/cosmovarietyhr","gaming,tmnt,teenage mutant ninja turtles,raphael,role play,video games,lets play,cosmonaut,cosmonaut variety hour,designated driving,ps4,playstation 4,platinum games,review",20,80,0
The Best Character in Overwatch - Cosmonaut Variety Hour,2016-06-09T18:36:00Z,PT3M37S,1195387,39291,N/A,The Cosmonaut Variety Hour,UCqTYHSnBUXZamsVcOlQf-fg,"Follow us!
Facebook: https://www.facebook.com/cosmonautvarietyhour
Twitter: https://twitter.com/cosmovarietyhr","gaming,overwatch,junkrat,junk rat,ps4,blizzard,blizzard entertainment,shooting games,online games,shooters,video games,commentary,best character,best hero in the game,cosmonaut variety hour,vidja game hour,junkrat best character,cosmonaut",20,1767,0
Overwatch - Amazing Bastion Play of the Game!,2016-06-02T17:13:36Z,PT26S,89344,2365,N/A,The Cosmonaut Variety Hour,UCqTYHSnBUXZamsVcOlQf-fg,,"overwatch,play of the game,ps4,blizzard,blizzard entertainment,bastion,parody,a weapon to rival metal gear,cosmonaut variety hour,cvh,video games,gaming",20,40,0
Overwatch: The Woes of Support,2016-05-26T23:05:37Z,PT4M23S,389974,10258,N/A,The Cosmonaut Variety Hour,UCqTYHSnBUXZamsVcOlQf-fg,"""It's fine""

FOLLOW us
Facebook: https://www.facebook.com/cosmonautvarietyhour
Twitter: https://twitter.com/cosmovarietyhr","overwatch,support,medic,mercy,tracer,blizzard,blozzard entertainment,gaming,lets play,review,commentary,guide,ps4,playstation,cosmonaut variety hour,vidja game hour,shooter games,fps",20,490,0
Bed Bath and Beyond Sega Genesis - Part 3 - Buddy Cop Hour,2016-05-20T02:33:47Z,PT6M2S,13918,314,N/A,The Cosmonaut Variety Hour,UCqTYHSnBUXZamsVcOlQf-fg,"Facebook: https://www.facebook.com/cosmonautvarietyhour
Twitter: https://twitter.com/cosmovarietyhr","sega,sega genesis,lets play,commentary,review,bed bath and beyond,budget gaming,buddy cop hour,buddy cop,cosmonaut,cosmonaut variety hour,altered beast",24,16,0
Bed Bath and Beyond Sega Genesis - Part 2 - Buddy Cop Hour,2016-05-13T01:03:16Z,PT6M58S,16190,354,N/A,The Cosmonaut Variety Hour,UCqTYHSnBUXZamsVcOlQf-fg,"Its mostly just Alex Kidd

Facebook: https://www.facebook.com/cosmonautvarietyhour
Twitter: https://twitter.com/cosmovarietyhr","Sega genesis,bed bath and beyond,sega,alex kidd,chess,buddy cop hour,lets play,review,commentary",20,13,0
Sneak King - Designated Driving,2016-05-05T23:45:11Z,PT7M25S,38123,1046,N/A,The Cosmonaut Variety Hour,UCqTYHSnBUXZamsVcOlQf-fg,"New videos every thu-thu-Thuuuuuurrrsday! 

follow us:
https://twitter.com/cosmovarietyhr
https://facebook.com/cosmonautvarietyhour","sneak king,burger king,designated driving,cosmonaut variety hour,lets play,commentary,gaming,xbox,xbox 360,fallout,falout new vegas,new vegas,the burger king,burger king game",20,25,0
Dark Swords III - Designated Driving,2016-04-22T02:57:40Z,PT15M40S,116176,3284,N/A,The Cosmonaut Variety Hour,UCqTYHSnBUXZamsVcOlQf-fg,"Follow us! New videos every Thursday

Facebook: https://www.facebook.com/cosmonautvar...
Twitter: https://twitter.com/cosmovarietyhr","Dark Souls,Dark souls 3,dark souls iii,from software,lets play,commentary,gaming,playstation 4,designated driving,cosmonaut variety hour",20,120,0
Kameo: Elements of Power - Buddy Cop Hour,2016-04-02T18:20:48Z,PT8M37S,27634,678,N/A,The Cosmonaut Variety Hour,UCqTYHSnBUXZamsVcOlQf-fg,"Facebook: https://www.facebook.com/cosmonautvar...
Twitter: https://twitter.com/cosmovarietyhr","kameo elements of power,kameo,rare,rareware,xbox,xbox 360,lets play,buddy cop hour,cosmonaut,cosmonaut variety hour,video games,video game commentary,retro gaming,reviews,game review",20,18,0
Djaws Unchained - Vidja Games Hour,2016-03-17T16:51:13Z,PT4M4S,70488,2628,N/A,The Cosmonaut Variety Hour,UCqTYHSnBUXZamsVcOlQf-fg,"The D is silent

Facebook: https://www.facebook.com/cosmonautvar...
Twitter: https://twitter.com/cosmovarietyhr","jaws,jaws unleashed,video games,gaming,lets play,cosmonaut variety hour,vidja games hour,buddy cop hour,commentary,parody",20,76,0
